codigoProduto;descricaoProduto;unidadeProduto;NCMProduto
3407;CHOCOLATE GRANULADO KININO 120GR;UN;18069000  
3148;SELETA DE LEGUMES OLE VIDRO 200GR;UN;20059900  
3428;NESCAFE TRADICAO VIDRO 100GR;UN;21011110  
3151;ESC. DENTAL SORRISO MEDIA;UN;96032100  
3423;COND. GOTA DOURADA JABORANDI 340ML;UN;33059000  
2937;BALAS SORTIDAS CHICLE BOOL 300GR;UN;17049020  
3498;PREGO VIRGILI 12X12/REF.210073;UN;73170020  
3147;GOMA TRIDENT CANELA 5UN/8GR.;UN;21069050  
3459;VELA ANIVERSARIO REGINA TEIMOSA NR 3;UN;34060000  
3158;AZEITONA PRETAS VALE FERTIL SACHE 150G;UN;20057000  
3514;LUVA LL VIRGILI 1/2 REF.308049;UN;39174010  
3154;AZEITONA FATIADA VALE FERTIL SACHE 120GR;UN;20057000  
3460;VELA ANIVERSARIO REGINA N  6;UN;34060000  
2962;DES.NIVEA SPRAY MEN FRESH ACTIVE 90ML;UN;33072010  
3547;REGULADOR GAS VIRGILI VINI REF.703486;UN;84811000  
3170;MAIONESE MESA 500GR;UN;21039011  
3495;GANCHO LATONADO VIRGILI 14X30-5UN-REF.208184;UN;73181300  
3174;CAFE SOLUVEL NESCAFE TRADICAO 50GR;UN;21011110  
3581;COPO GRADUADO INJETEMP REF.10.09;UN;39241000  
3190;FILTRO REUTILIZAVEL PACAEMBU 103/30UN.;UN;63079010  
3506;LINHA P/COST.VIRGILI 2UN/REF.706080;UN;55081000  
3004;ALGODAO YORK CX.50GR;UN;30059090  
3707;BARRA CEREAL TRIO AV. CAS. CHOC.20GR;UN;19042000  
3181;LEITE CONDENSADO MOCA INTEGRAL LATA 395GR;UN;04029900  
3512;UNIAO MET.MANGUEIRA VIRGILI REF.308085;UN;39174090  
3198;CHOCOLATE EM PO NESTLE 50% 200GR;UN;18061000  
3766;MEIA FEMININA  IOTE YOU 1UN;UN;61159200  
3264;DOCE PESSEGO SCHRAMM LATA 450GR;UN;20079990  
3601;ADAPTADOR P/GAR.TERMICA COA FACIL;UN;39241000  
3013;CAFE MELITTA TRADICIONAL 250GR;UN;09012100  
3775;PARAFUSO MADEIRA  VIRGILI C/5UN;UN;73181200  
3214;ADOCANTE DIETETICO TAL E QUAL 66GR.;UN;21069090  
3671;GEL NY LOOKS FIX.TRANSP. 240GR;UN;33059000  
3235;MOLHO DE PIMENTA KNORR 150ML;UN;21039021  
3794;ESCOVA DENTAL JOHNSON & JOHNSON TEK MACIA UN;UN;96032100  
3287;CEREALLE MAT.GRINGS CASTANHA C/ LINH.250GR;UN;19042000  
3704;GRAO DE BICO KININO 500GR;UN;07132090  
3086;BEBIDA 51 ICE LIMAO 275ML;UN;22089000  
3796;PAPEL TOALHA SNOB 19 X 22CM- 2UN.;UN;48189090  
3260;SARDINHAS 88 COM OLEO LATA 125GR;UN;16041310  
3731;MAC.GALO NINHO 2 SEMOLA 500GR.;UN;19021900  
3239;AJI-SAL 250GR;UN;21039021  
3832;NIPLER RR AKROS VIRGILI 1/2 UN.;UN;39174010  
3386;SAB.FRANCIS LUXO JASMIM DO NILO CX.90GR;UN;34011190  
3813;FRALDA T.DA MONICA TR.PROT.PQ.G/9UN.;UN;96190000  
3105;REFR.H2OH  LIMAO 1.5LT.;UN;22021000  
3863;EMENDA P/MANGUEIRA VIRGILI REF.307108;UN;59090000  
3271;PROT.DE SOJA GROSSA GRINGS 250GR;UN;21061000  
3817;APAR.PRESTOBARBA PROBAK II LEVE 7 PAGUE 5UN;UN;82121020  
3356;MAC.GALO GRAVATA SEMOLA 500GR.;UN;19021900  
3925;DES.NIVEA ROLL-ON FOR MEN FRESH ACTIVE 50ML;UN;33072010  
3401;RACAO WHISKAS PEIXE 1KG;UN;23099010  
3822;CR.DENTAL CLOSE-UP BRANQUEADOR MENTA REF.90GR;UN;33061000  
3146;BARRA CEREAL TRIO BANANA 20GR;UN;19042000  
3961;LUVA LR AKROS VIRGILI 3/4 UN.;UN;39174010  
3383;FAR.DE MANDIOCA TOR.KININO 500GR;UN;11062000  
3927;SAGU DR.OETKER UVA 150GR;UN;19030000  
3372;QUEIJO RALADO TEIXEIRA 50GR.;UN;04062000  
3963;UNIAO METAL P/ MANG. 1/2X1/2;UN;39174090  
3437;BALA SORT.KIDOCURA 140GR;UN;17049020  
3939;CREME DE LEITE PAULISTA 200GR;UN;04015021  
3173;CAFE SOLUVEL MELITTA SACHE 50GR;UN;21011110  
4032;SORVETE JUNDIA CHOCOLATE 2LT.;UN;21050010  
3390;SAB.FRANCIS LUXO LAVANDA DE GRASSE CX.90GR;UN;34011190  
3978;CREAM CHEESE DANUBIO LIGHT 150GR.;UN;04061090  
3410;GIZ CERA MARIPEL 12UN;UN;96099000  
4036;CHA MATTE LEAO NATURAL 40GR;UN;09030090  
3475;SAL AMONIACO KININO 50GR;UN;28369913  
4038;GIRASSOL KODILAR 500GR;UN;12060090  
3210;ACHOCOLATADO EM PO TODDY ORIGINAL PT.400GR;UN;18069000  
4109;BIS. MARILAN AGUA E SAL 400GR;UN;19053100  
3394;FARINHA TRIGO CLARICE 1KG;UN;11010010  
4063;CAD.STIFF JANDAIA VERM.PEQ.C.D.96FLS;UN;48202000  
3439;BALA GOMA KIDOCURA 180GR;UN;17049020  
4110;SACOS PARA LIXO PRETAO 30LT.;UN;39232190  
3485;GARRAFA TERMICA INVICTA CORES 500ML;UN;96170010  
4275;LENTILHA KODILAR 500GR;UN;07134090  
3263;SARDINHAS COQUEIRO OLEO DE SOJA 165GR;UN;16041310  
4147;GEL FIX. NY LOOKS ROSA 240GR;UN;33059000  
3436;POTE JAGUAR ABRE FACIL RE.0077/1,7LT.;UN;39241000  
4291;LAVA ROUPAS BABY SOFT COCO 500ML;UN;34025000  
3441;CHOC.KIDOCURA CHOCOBOL 120GR.;UN;18069000  
4195;SH. GOTA DOURADA CERAMIDAS 340 ML;UN;33051000  
3505;CORRETIVO VIRGILI REF.406097;UN;32159000  
4383;LOCAO HID.PAIXAO ROMANCE 200ML;UN;33072090  
3291;FIBRA DE TRIGO GRINGS 500GR;UN;11042900  
4215;CONFEITO GRANULADO KODILAR 150GR;UN;18069000  
3438;BALA CARAMELO KIDOCURA 150GR;UN;17049020  
4453;DES.PINHO SOL ORIGINAL 1LT.;UN;38089419  
3471;COLORIFICO KININO 500GR;UN;21039021  
4217;FARINHA DE MANDIOCA TORRADA KODILAR 500GR;UN;11062000  
3508;AGULHA MAO VIRGILI NR03/4UN./REF.708409;UN;73199000  
4481;SABAO EM PO YPE PREMIUM 500GR;UN;34022000  
3295;MAC.NISSIN MIOJO SUAVE TOMATE 85GR;UN;19023000  
4296;PUDIM DR. OEKTER COCO 50GR;UN;21069021  
3489;TARGETA NIQ. 2 PAR. VIRGILI;UN;83014000  
4494;AZ.VERDE VALE FERTIL PREMIUM 200GR;UN;20057000  
3499;CONECTOR LOUCA VIRGILI PORC.REF.108199;UN;85366990  
4368;DES.ROOL-ON DOVE S/PERF. 50ML;UN;33072010  
3510;GRAMPO P/ CABELO VIRGILI 100UN.;UN;96159000  
4507;AZEITE GALLO EXTRA VIRGEM 250ML;UN;15092000  
3302;GARRAFAO INVICTA VERM.REF.8705- 5LT.;UN;39233000  
4369;ESCOVA DE COCO FIORY COD.000042;UN;96031000  
3491;ACHOC.OVOMALTINE FLOCOS CROC.SC.300GR.;UN;18061000  
4523;CADERNO STIFF JANDAIA VERDE 200 X 275MM-48FLS;UN;48202000  
3525;RATOEIRA MEDIA VIRGILI REF.208078;UN;73262000  
4407;DES.REXONA ROOL-ON ACTIVE EMOTION 50ML;UN;33072010  
3521;VEDANTE TORN.VIRGILI 1/2 PVC REF.310100;UN;39209910  
4549;BUCHA VIRGILI MULTI USO 10-05UN/REF.208303;UN;39269090  
3357;BISC.PANCO ROSQ.LEITE 500GR;UN;19053100  
4442;GARRAFAO TERM. INVICTA AZUL R.101487031201-3LT.;UN;39233000  
3511;ESPELHO DE BOLSO VIRGILI REF.708312;UN;70099200  
4571;CIGARRO W&S SUAVE BLUE MACO 20UN;UN;24022000  
3546;MANGUEIRA P/GAS VIRGILI 1.25M.REF.706481;UN;59090000  
4510;PASTA POLIBRAS OF.FUME 245X335X18MM.;UN;42021210  
3550;VARAL DE ACO VIRGILI REF.706190/10M.;UN;73239900  
4630;ABS.ALWAYS ULTRAFINO C/ ABAS 8UN;UN;96190000  
3363;MACARRAO STA AMALIA GRAVATA COM OVOS 500GR.;UN;19021100  
4548;FIO PARALELO VIRGILI C/5MT/REF.108159;UN;85441100  
3558;BOLO  PANCO COCO 300GR;UN;19052090  
4682;COROTE CAMELINHO 500ML;UN;22084000  
3620;CERA GRAND PRIX TRAD.LATA 200GR.;UN;34053000  
4603;CIGARRO W&S RED MACO 20UN;UN;24022000  
3590;CINZEIRO REDONDO KAF-PLAST REF.08/UN.;UN;39241000  
4692;MAC.GALO ALFABETO SEMOLA 500GR.;UN;19021900  
3366;MAC.GALO FIDELINHO 10 SEMOLA 500GR;UN;19021900  
4618;AZEITE TRADICAO EX.VIRGEM VIDRO 500ML;UN;15093000  
3600;TAFFMAN YAKULT 110ML;UN;21069030  
5172;CR.BAB.BOZZANO ALOE VERA 65GR;UN;33071000  
3677;CHA VERDE KININO KIVIDA 80GR;UN;09021000  
4662;PATE PARA CAES PEDIGREE CARNE LATA 280GR;UN;23099010  
3792;GOMA TRIDENT MORANGO 8GR/5UN.;UN;21069050  
5186;LOCAO HIDR.PAIXAO INSPIRADORA 200ML;UN;33072090  
3403;ARROZ PILECCO NOBRE 2KG;UN;10063021  
5169;CERA POLIFLOR PRAT.VERMELHA  750ML;UN;34059000  
3659;BISCOITO SORTIDO TICA 500GR;UN;19053100  
5220;GOMA TRIDENT HERBAL FRESH 5UN/8GR;UN;21069050  
3730;PINCEL MARCA TEXTO VIRGILI REF.406127;UN;96082000  
5221;GOMA TRIDENT MENTA VERDE 8GR/5UN.;UN;21069050  
3820;MOLHO PIMENTA P/CHURR.KININO 150ML.;UN;21039091  
5268;MAC.STA AMALIA ARGOLA SEMOLA 500GR;UN;19021900  
3412;COLA LAV.COLAPEL 40GR.;UN;35061090  
5274;CANJICA BRANCA KININO 500GR.;UN;11042300  
3676;FARINHA DE AVEIA KININO 200GR;UN;11029000  
5301;RALO P/ PIA VIRGILI UN.REF.709110;UN;96040000  
3736;ESPREMEDOR DE LARANJA VISON;UN;76151000  
5312;LUVA LR 3/4 X 3/4 AZ. VIRGILI;UN;39174010  
3840;MATINAL CEREALLE BAN./MEL GRINGS 800GR.;UN;19041000  
5317;MARG.LECO EXTRA CREM.COM SAL 200GR;UN;15171000  
3461;VELA ANIVERSARIO REGINA N  4;UN;34060000  
5332;CIGARRO MARLBORO GOLD MACO LIGHT 20UN.;UN;24022000  
3716;SAPOLIO RADIUM CREMOSO PINHO MULT.300ML;UN;34022000  
5335;REVISTAS 1,00;UN;49019900  
3772;PAO SOVADO PANCO 500GR;UN;19059090  
5349;COLA EM BASTAO VIRGILI REF.406086;UN;35061090  
3891;COND. ELSEVE COLORVIVE 200ML;UN;33059000  
5358;LUVA LATEX SANRO LARANJA PLUS TAM.G-UN.;UN;40151200  
3477;PIMENTA DO REINO MOIDA C/COM.KININO 30GR.;UN;09041200  
5450;PAO DIMEL TRADICIONAL 90GR;UN;19059020  
3722;GARRAFA TERMICA INVICTA LIDER 0,5L;UN;96170010  
5377;QUEROSENE APACHE 500ML;UN;27101919  
3848;ALGODAO DE BOLAS APOLO BRANCO 50GR;UN;30059019  
5552;ALVEJ. VANTAGE BOMBRIL REFIL 500ML;UN;38089419  
3947;REBITE VIRGILI 412- 20UN.;UN;82032090  
5407;FARELO DE AVEIA GRINGS 200GR;UN;11042200  
3479;CHEIRO VERDE KININO 7GR.;UN;07129090  
5564;MOLHO SALSARETTI BOLONHESA SACHE 340GR;UN;21032010  
3729;FACA CARBONO VIRGILI NR 07/REF.706061;UN;82119100  
5611;PIMENTA DO REINO EM GRAOS 40GR;UN;09041200  
3880;CAD.+MAIS TILIBRA 10 MATERIAS 200FLS.;UN;48202000  
5677;BALAS COL.CAPRI CELULAR 30GR;UN;17049020  
4024;SORVETE GRAND CONE JUNDIA BRIGADEIRO 70GR;UN;21050010  
5959;SAB. FLOR DE YPE SUAVE AZUL 90GR;UN;34011190  
3490;PORTA CADEADO VIRGILI REF.208071 UN.;UN;83016000  
5957;FITA ADERFRALDA COLOR.19 X 20MM.(USO CONSUMO);UN;39191010  
3759;CARNE BOVINA SALG. DIANT. PAINEIRA 500GR;UN;02102000  
6181;PAPEL HIG.PERSONAL VIP 30MT/8UN.;UN;48181000  
3966;FELTRO P/ MOVEIS VIRGILI MAX.RED.12UN.REF.708490;UN;56029000  
5958;SAB. FLOR DE YPE SUAVE AMARELO 90GR;UN;34011190  
4035;SAND.HOT POCKET PICANHA SADIA 145GR;UN;16025000  
6291;REGULADOR DE GAS IMAR;UN;84811000  
3502;SOQUETE C/RABICHO VIRGILI UN.;UN;85369030  
6025;CIGARRO MARLBORO RED BOX 20UN;UN;24022000  
3874;LUVA SANRO TOP AMARELA TAM G./UN.;UN;40151200  
6470;NAFTALINA DIA A DIA 12UN.;UN;29029020  
3987;SAB.FRANCIS LUXO ORQUIDEA E QUARTZO CX.90GR;UN;34011190  
6042;POLIDOR LIQUIDO BRASSO 200ML;UN;34059000  
4040;SABONETE MOTIVUS DOCURA 90GR;UN;34011190  
6483;AZEITONA C/ CAROCO VALE FERTIL 200GR;UN;20057000  
3515;ADAPTADOR VIRGILI CURTO 1/2-REF.308004;UN;39174010  
6079;CREME DE LEITE ITAMBE CX.200GR;UN;04015021  
3917;OVINHOS COLORIDOS KIDOCURA 80GR;UN;18063210  
6577;RACAO FARO ADULTO CARNE LATA 280GR;UN;23099010  
3998;DES.REXONA ROLL-ON POWDER 50ML;UN;33072010  
6130;KETCHUP FUGINI ORIG.400GR;UN;21032010  
4103;SABONETE GRANADO TRAD.90GR;UN;34011190  
6583;MANTEIGA AVIACAO S/SAL BARRA 200GR;UN;04051000  
3631;LEITE FERM.CHAMYTO NESTLE 720GR;UN;04039000  
6135;COLHER DE MADEIRA STOLF REF.007/UN.;UN;44188100  
3938;ESCORREDOR DE MASSAS SANTANA REF.750/UN.;UN;39241000  
6649;ROSQ.TRIUNFO LEITE 400GR.;UN;19053100  
4003;DES.REXONA ROLL-ON S/PERFUME 50ML;UN;33072010  
6136;COPO DESC.COPOPLAST 100UN./180ML.;UN;39241000  
4240;LOC. REPELENTE OFF KIDS 117ML;UN;38089199  
6665;SORVETE JUNDIA MAX CHOC.BRANCO 76GR;UN;21050010  
3725;BRACO P/CHUVEIRO ALUMINIO VIRGILI REF.30806;UN;76082010  
6159;PONTEIRA P/ CADEIRA 3/4 4UN;UN;40169300  
3965;FELTRO P/ MOVEIS GRD QUADRADO C/ 4 UNID;UN;56029000  
6796;GALAO DE AGUA ROSIL 10LT.;UN;39249000  
4054;FEIJAO BRANCO KODILAR 500GR.;UN;07133329  
6252;BISNAGA BRANCA TRITEC 200ML REF.396;UN;39241000  
4312;BOLO RECH.RENATA COCO/CHOC.300GR;UN;19052090  
6830;RACAO WISKAS FILHOTES 1KG;UN;23099010  
3757;COLA SILICONE VIRGILI 50 G;UN;35061090  
6464;BISNAGA REQUEIJAO VALEZA 400GR;UN;04061090  
4030;SORVETE JUNDIA BRIGADEIRO 2LT.;UN;21050010  
6833;CATCHUP KONSUMO TRADICIONAL 200GR;UN;21032010  
4076;GATORADE MARACUJA 500ML;UN;22029900  
6498;CADEADO VIRGILI NR20/REF.202176;UN;83011000  
4335;BISC. LEVISSIMO CR.INTEGRAL 200GR;UN;19053100  
6837;ABS.PROT.DIARIO INTIMUS DAYS COM ABAS 15UN.;UN;96190000  
3782;SHAMPOO PALMOLIVE CACHOS CONTROL 350ML;UN;33051000  
6858;LEITE FERM. CHAMYTO NESTLE 450GR;UN;04039000  
4062;DESODORANTE AERO NIVEA DOUBLE 150ML;UN;33072010  
6843;LIMP.CASA & PERFUME SPECIALE 500ML;UN;34025000  
4094;CAD.STIFF JANDAIA AZUL C.D.PEQ.48FLS;UN;48202000  
6899;REVISTAS  3.99;UN;49019900  
4469;PASTILHAS DE CHOC. DISQUETI 18GR;UN;18069000  
6927;SH. DOVE CONTROLE DE QUEDA 200ML;UN;33051000  
3857;ESCOVA DE ROUPA JULIANA MADEIRA UN.;UN;44170090  
6943;CR.DENTAL COLGATE SENSITIVE PRO ALIVIO 50GR.;UN;33061000  
4077;ENXAG.BUCAL COLGATE PLAX CLASSIC 250ML;UN;33069000  
6945;FIXADOR TUPY 40ML;UN;38099190  
4209;SH. GOTA DOURADA BABOSA 340 ML;UN;33051000  
6952;FUNIL PLASUTIL PEQUENO UN.;UN;39241000  
4484;LAPIS DE COR WINNER REF.11.1403/24UN.;UN;96091000  
7043;MOLHO SHOYU HINOMOTO TRAD. 500ML;UN;21031010  
3866;ESCAPULA C/BUCHA N  10 VIRGILI 2UN;UN;73181300  
7030;REFR.ANTARCTICA SODA 600ML;UN;22021000  
4122;DES.DOVE ROOL-ON INV. DRY 50ML;UN;33072010  
7054;TEMP.KININO VINAGRETE 20GR;UN;21039021  
4214;FUBA MIMOSO KODILAR 1KG;UN;11022000  
7042;FEIJOADA BORDON LATA 830GR;UN;16010000  
4485;VINAGRE CASTELO DE ARROZ 750ML;UN;22090000  
7060;AVEIA FLOCOS FINOS KININO 200GR;UN;11041200  
3906;FITA DENTAL JOHNSON &  JOHNSON REACH 50M.;UN;33062000  
7044;TEMPERO MAGGI GRIL 120GR;UN;21039021  
4305;MAC.RENATA INST.EXPRESS CARNE COM TOMATE 85GR;UN;19023000  
7125;PA DE LIXO JULIANA C.F UN.;UN;39249000  
4243;GENGIBRE KODILAR 20GR;UN;09101200  
7086;POLVILHO DOCE KODILAR 500GR.;UN;11081400  
4495;LICOR DE MENTA GOLF 900ML;UN;22087000  
7145;CHOCOLATE GAROTO BATON BRANCO 16GR;UN;17049010  
3949;BEBIDA DE  SOJA ADES LARANJA CX.1LT.;UN;22029000  
7180;GELATINA KININO CEREJA 45GR;UN;21069029  
4325;MANTEIGA PRATA C/SAL FAB.DE DOCES 200GR;UN;04051000  
7191;GELATINA KININO FRAMBOESA 45GR;UN;21069029  
4304;MIST.PARA PAO DE QUEIJO KODILAR 250GR;UN;19012000  
7294;ALGODAO APOLO HIDROFILO CX.50GR;UN;30059090  
4539;FERMENTO EM PO TRISANTI 100GR;UN;21023000  
7273;PO P/ PREPARO DE GELATINA ROYAL ZERO MORANGO 12GR;UN;21069029  
3955;CONCENTRADO LIQ.P/ REFRESCO DAFRUTA CAJU 500ML;UN;20093100  
7413;MARIA MOLE DR.OETKER COCO 50GR;UN;21069029  
4330;OREGANO CHEF KODILAR 90GR;UN;12119010  
7283;LAMP.FOGAO/GELADEIRA VIRGILLI 25/127V.;UN;85392910  
4372;LOCAO HIDR.SKALA ARROZ E ROSAS 500ML;UN;33072090  
7771;ANTISSEPTICO BUCAL LISTERINE CUIDADO TOTAL 250ML;UN;33069000  
4547;SUCO ADES LARANJA 200ML;UN;22021000  
7285;PASSE BEM REFIL 500ML;UN;35051000  
3959;AMACIANTE PARA ROUPAS FOFO TRAD.AZUL 2LT;UN;38099190  
7775;GRANOLA KININO TRAD.250GR;UN;19041000  
4364;REPELENTE REPELEX AERO 200ML;UN;38089199  
7420;MAC.GALO PADRE NOSSO SEMOLA 500GR;UN;19021900  
4488;SOPA LIGHT GAL.LEG.KODILAR 100GR;UN;21041011  
7796;CORDA PARA VARAL POLIFORT 5 SUPER VARAL 10MT;UN;56074900  
4585;ESC.ORAL B CLASSIC CLEAN 40 MACIA LEVE 3 PG 2UN;UN;96032100  
7476;COND. DOVE CONTROLE DE QUEDA 200ML;UN;33059000  
3976;PIRULITOS MIGUELITOS CHICLE 224GR;UN;17049090  
11906;CHA ERVA DOCE LEAO 20GR;UN;09096290  
4397;MOLHO INGLES KENKO DKV 150ML;UN;21039021  
7504;PINO ADAPTADOR DANEVA NOVO REF.108247;UN;85369010  
4505;MANTEIGA AVIACAO C/ SAL POTE 200GR;UN;04051000  
13648;QUEIJEIRA INPLAST REF.6600L 1UN;UN;39241000  
4599;OVO DE PASCOA KINDER MAXI 150GR;UN;18069000  
7581;CHA LEAO HORTELA CX.10GR;UN;12119090  
4039;FAROFA PRONTA TRAD.KODILAR 500GR;UN;19019090  
33416;MOLHO DE TOMATE FUGINI TRAD.SACHE 300GR;UN;21032010  
4498;SAB.TURMA MONICA CAMOMILA 75GR;UN;34011190  
7607;REMOVEDOR ZULU CLEAN S/CH.500ML;UN;27101249  
4509;CHOCOLATE GAROTO BATON AO LEITE 16GR;UN;18063210  
33427;ALCOOL LIQ.COPERALCOOL TRAD.1LT.;UN;22072019  
4609;ATUM GOMES DA COSTA SOLIDO DEFUMADO LT.120GR;UN;16041410  
7674;MAC.RENATA PARAFUSO SEMOLA C/OVOS 500GR.;UN;19021100  
4132;SH.JOHNSON S CAB. CACH.200ML;UN;33051000  
33429;ESPONJA DE ACO BOMBRIL 60GR;UN;73231000  
4567;ABSORVENTE O.B. MEDIO 10UN.;UN;96190000  
7685;TRINCHA 1 1/2 VIRGILI REF.608023 UN.;UN;96031000  
4593;AP.PRESTOBARBA BIC COMFORT P.SENSIVEL 2UN.;UN;82121020  
33436;DETERGENTE YPE CLEAR 500ML;UN;34025000  
4616;SAGU DR.OETKER MORANGO 150GR;UN;19030000  
7761;FARINHA DE TRIGO LILI 1KG;UN;11010010  
4181;MOLHO DE PIMENTA KODILAR 150ML;UN;21039091  
33452;BISNAGUINHA PANCO 300GR;UN;19059090  
4622;ALIMENTO INF.NESTLE CARNE/LEG.MAND.115GR;UN;21042000  
7794;CERVEJA KAISER LATAO 473ML;UN;22030000  
5201;GATORADE LARANJA 500ML;UN;22029900  
33456;AGUA PRATA COM GAS PET 310ML;UN;22011000  
4660;MAC.STA AMALIA C/OVOS AVE MARIA 500GR;UN;19021100  
9947;ACELGA UN.;UN;07051900  
4220;CHINICHURRI KODILAR 20GR.;UN;21039021  
33481;SAB. PROTEX CREAM 90GR;UN;34011190  
4653;MOCA NESTLE CHOCOLATE C.DOCERIA LATA 380GR;UN;19019090  
9984;ATUM GOMES DA COSTA SOLIDO EM OLEO LATA 120GR.;UN;16041410  
5208;PILHA PANASONIC ALCALINA AA 2UN.;UN;85061010  
33482;LIMP.CASA & PERFUME SENSUALIDAD 500ML;UN;34025000  
5178;CR.DENTAL TANDY MORANGO 50GR;UN;33061000  
10025;LAVATINA CABO PLASTICO JULIANA UN.;UN;96039000  
4237;BOLO PULLMAN FRAPPE CALIF.250GR;UN;19059090  
33499;KETCHUP HEINZ 397GR;UN;21032010  
4688;BANDEJA TOPA TUDO SANTANA 4LT/REF.79;UN;39241000  
10111;CAPELETTI QUEIJO MASSALEVE 400GR;UN;19022000  
5288;BALA CAFE KIDOCURA 100GR;UN;17049020  
33504;PAO PANCO FORMA 500GR;UN;19059010  
5234;MOLHO SHOYU HINOMOTO PREMIUM 500ML;UN;21031010  
11241;WAFFER RAFFAELLO 30GR;UN;19053200  
4271;CHEIRO VERDE KODILAR 20GR.;UN;07129090  
33505;AVEIA EM FLOCOS FINOS QUAKER 200GR;UN;11041200  
5188;OLEO MURIEL  AMENDOAS C/AVELA 100ML;UN;33072010  
11355;SUCO NECTAR MAGUARY LARANJA CX.1LT;UN;22029900  
5293;CALDO KNORR PICANHA 57GR.;UN;21041011  
33510;BISCOITO PANCO ROSQ.CHOCOLATE 500GR;UN;19053100  
5285;PASTA POLIBRAS OF.AZUL NOVAONDA 20 X 245 X335MM;UN;42021210  
11849;RAVIOLI CARNE MASSALEVE 400GR;UN;19022000  
4380;PATE DE ATUM LIGTH GOMES DA COSTA LATA 150GR;UN;16042020  
33517;SORVETE JUNDIA NAPOLITANO 2LT.;UN;21050010  
5193;ABS.SEMPRE LIVRE ADAPT MAX SUAVE C/ABAS 8UN.;UN;96190000  
11860;GELADINHO GEL FRUTA 16UN.;UN;22021000  
5303;ACHOC.DANONE DANETTE 200ML;UN;22029900  
33541;CALDO KNORR GALINHA 114GR;UN;21041011  
5306;PERCEJO VIRGILI REF.406058;UN;73170090  
12001;CALDO KNORR BACON E LOURO CX.57GGR;UN;21041011  
4454;ESCOVA MULTIUSO CONDOR COM CABO UN.;UN;96039000  
33546;LEITE CONDENSADO ITALAC SEMI.CX.395GR;UN;04029900  
5195;BUCHA VEG.OURO BANHO UN.;UN;39249000  
12029;BALDE PEQ.INPLAST 7LT/REF.6616;UN;39249000  
5322;SUCO TONYU MORANGO 200ML;UN;22029900  
33960;BISCOITO LIANE  LEITE 400GR;UN;19053100  
5375;GOMA TRIDENT MELANCIA 8.5GR;UN;21069050  
13491;CHICORIA UN.;UN;07051900  
4482;AGUA SANITARIA SUPER CANDIDA 1LT.;UN;28289011  
33977;PETIT VIGORZINHO MORANGO 360GR;UN;04061090  
5232;MILHO VERDE QUERO CX.200GR.;UN;20058000  
13581;BICO DE MAMADEIRA PEPETA 1UN;UN;39249000  
5343;FAROFA  KININO PR.PICANTE 400GR;UN;19019090  
33991;BOLA FUTEBOL SAGA MATRIZ.B 1UN;UN;95063200  
5388;CORTADOR DE UNHAS VIRGILI PEQ.UN.;UN;82142000  
33447;BEBIDA LACTEA ARGENZIO MORANGO 1LT.;UN;04039000  
4550;DESINT.DE PIA JULIANA SANFONADO UN.;UN;39249000  
33994;QUEIJO RALADO DINAPOLI 50GR;UN;04062000  
5260;BOLO RENATA MESCLADO 250GR;UN;19052090  
33468;IOGURTE VIGOR NATURAL 170GR;UN;04039000  
5376;CHOCOLATE NESTLE SENSACAO 38GR;UN;18063110  
33999;AGUA SANITARIA YPE 1LT.;UN;28289011  
5420;SORV.JUNDIA PICOLE MILK CHOCOLATE 60GR;UN;21050010  
33475;CREME DE LEITE NESTLE CX.200GR;UN;04015021  
4559;SABONETE AROMAS GLICERINA ATTRACTIVE 3UN;UN;34011190  
34015;AGUA SANITARIA YPE CLORO ATIVO 2LT.;UN;28289011  
5310;LUVA LR 1/2 AKROS VIRGILI;UN;39174010  
33524;PINO VIRGILI MACHO TW 10A 250V REF.108055;UN;85366990  
5384;SUCO DA FRUTA UVA 500ML;UN;22021000  
34016;AGUA SANIT.SUPREMA 2LT.;UN;28289011  
5508;ABS.INTIMUS GEL NOT.SECA C/ABAS 8UN;UN;96190000  
33527;PAO DE FORMA NEWBREAD 500GR;UN;19059010  
4570;SARDINHAS COQUEIRO MOLHO TOMATE LATA 125GR;UN;16041310  
34019;ADOCANTE LIQ. ZERO CAL 100ML;UN;21069090  
5477;PATE PARA CAES PEDIGREE FRANGO LATA 280GR;UN;23099010  
33537;PALITOS DENTAIS GINA 200UN.;UN;44219900  
5396;SORVETE FASCINO JUNDIA NATA C/ CHOCOLATE 451ML;UN;21050010  
34035;REMOVEDOR BUFALO LAVANDA 1LT.;UN;27101249  
5621;ABS.INTIMUS INTERNO MINI 8UN.;UN;96190000  
33958;MAC.STA AMALIA P.NOSSO SEMOLA 500GR;UN;19021900  
4675;LEITE CONDENSADO MOCOCA INTEGRAL CX.395GR;UN;04029900  
34047;PAO NEWBREAD MAXI PR.7 GRAOS INTEGRAL 350GR;UN;19059010  
5495;AMENDOIM RUNNER KODILAR 500GR;UN;12024200  
33969;MAC.NISSIN MIOJO CARNE SUAVE 85GR;UN;19023000  
5463;ALIMENTO INF.NESTLE P.DE FR.LEG.MAC.115GR;UN;21042000  
34057;AGUA PRATA SEM GAS PET 1.5LT.;UN;22011000  
5943;CR. D. SORRISO S. REFRESCANTE 90GR;UN;33061000  
33972;MAC.NISSIN MIOJO GALINHA CAIPIRA 85GR;UN;19023000  
